0	10
0.001	9.98996
0.002	9.97992
0.003	9.9699
0.004	9.95988
0.005	9.94988
0.006	9.93988
0.007	9.9299
0.008	9.91992
0.009	9.90996
0.01	9.9
0.011	9.89006
0.012	9.88012
0.013	9.8702
0.014	9.86028
0.015	9.85037
0.016	9.84048
0.017	9.83059
0.018	9.82072
0.019	9.81085
0.02	9.801
0.021	9.79115
0.022	9.78131
0.023	9.77149
0.024	9.76167
0.025	9.75186
0.026	9.74207
0.027	9.73228
0.028	9.7225
0.029	9.71274
0.03	9.70298
0.031	9.69323
0.032	9.68349
0.033	9.67376
0.034	9.66404
0.035	9.65433
0.036	9.64463
0.037	9.63494
0.038	9.62526
0.039	9.61559
0.04	9.60593
0.041	9.59628
0.042	9.58664
0.043	9.57701
0.044	9.56739
0.045	9.55777
0.046	9.54817
0.047	9.53858
0.048	9.52899
0.049	9.51942
0.05	9.50985
0.051	9.5003
0.052	9.49075
0.053	9.48122
0.054	9.47169
0.055	9.46217
0.056	9.45267
0.057	9.44317
0.058	9.43368
0.059	9.4242
0.06	9.41473
0.061	9.40527
0.062	9.39582
0.063	9.38638
0.064	9.37695
0.065	9.36753
0.066	9.35811
0.067	9.34871
0.068	9.33932
0.069	9.32993
0.07	9.32056
0.071	9.31119
0.072	9.30183
0.073	9.29249
0.074	9.28315
0.075	9.27382
0.076	9.2645
0.077	9.25519
0.078	9.24589
0.079	9.2366
0.08	9.22732
0.081	9.21804
0.082	9.20878
0.083	9.19953
0.084	9.19028
0.085	9.18105
0.086	9.17182
0.087	9.1626
0.088	9.15339
0.089	9.14419
0.09	9.135
0.091	9.12582
0.092	9.11665
0.093	9.10749
0.094	9.09834
0.095	9.08919
0.096	9.08006
0.097	9.07093
0.098	9.06182
0.099	9.05271
0.1	9.04361
0.101	9.03452
0.102	9.02544
0.103	9.01637
0.104	9.00731
0.105	8.99826
0.106	8.98921
0.107	8.98018
0.108	8.97115
0.109	8.96214
0.11	8.95313
0.111	8.94413
0.112	8.93514
0.113	8.92616
0.114	8.91719
0.115	8.90822
0.116	8.89927
0.117	8.89032
0.118	8.88139
0.119	8.87246
0.12	8.86354
0.121	8.85463
0.122	8.84573
0.123	8.83684
0.124	8.82796
0.125	8.81909
0.126	8.81022
0.127	8.80137
0.128	8.79252
0.129	8.78368
0.13	8.77485
0.131	8.76603
0.132	8.75722
0.133	8.74842
0.134	8.73962
0.135	8.73084
0.136	8.72206
0.137	8.71329
0.138	8.70453
0.139	8.69578
0.14	8.68704
0.141	8.67831
0.142	8.66958
0.143	8.66087
0.144	8.65216
0.145	8.64346
0.146	8.63478
0.147	8.62609
0.148	8.61742
0.149	8.60876
0.15	8.6001
0.151	8.59146
0.152	8.58282
0.153	8.57419
0.154	8.56557
0.155	8.55696
0.156	8.54836
0.157	8.53976
0.158	8.53118
0.159	8.5226
0.16	8.51403
0.161	8.50547
0.162	8.49692
0.163	8.48838
0.164	8.47985
0.165	8.47132
0.166	8.4628
0.167	8.45429
0.168	8.44579
0.169	8.4373
0.17	8.42882
0.171	8.42034
0.172	8.41188
0.173	8.40342
0.174	8.39497
0.175	8.38653
0.176	8.3781
0.177	8.36967
0.178	8.36126
0.179	8.35285
0.18	8.34445
0.181	8.33606
0.182	8.32768
0.183	8.31931
0.184	8.31094
0.185	8.30258
0.186	8.29423
0.187	8.28589
0.188	8.27756
0.189	8.26924
0.19	8.26092
0.191	8.25262
0.192	8.24432
0.193	8.23603
0.194	8.22775
0.195	8.21947
0.196	8.21121
0.197	8.20295
0.198	8.1947
0.199	8.18646
0.2	8.17823
0.201	8.17
0.202	8.16179
0.203	8.15358
0.204	8.14538
0.205	8.13719
0.206	8.129
0.207	8.12083
0.208	8.11266
0.209	8.1045
0.21	8.09635
0.211	8.08821
0.212	8.08008
0.213	8.07195
0.214	8.06383
0.215	8.05572
0.216	8.04762
0.217	8.03953
0.218	8.03144
0.219	8.02336
0.22	8.01529
0.221	8.00723
0.222	7.99918
0.223	7.99113
0.224	7.9831
0.225	7.97507
0.226	7.96704
0.227	7.95903
0.228	7.95103
0.229	7.94303
0.23	7.93504
0.231	7.92706
0.232	7.91909
0.233	7.91112
0.234	7.90316
0.235	7.89521
0.236	7.88727
0.237	7.87934
0.238	7.87141
0.239	7.8635
0.24	7.85559
0.241	7.84768
0.242	7.83979
0.243	7.8319
0.244	7.82403
0.245	7.81616
0.246	7.80829
0.247	7.80044
0.248	7.79259
0.249	7.78475
0.25	7.77692
0.251	7.7691
0.252	7.76128
0.253	7.75348
0.254	7.74568
0.255	7.73788
0.256	7.7301
0.257	7.72232
0.258	7.71455
0.259	7.70679
0.26	7.69904
0.261	7.69129
0.262	7.68356
0.263	7.67583
0.264	7.6681
0.265	7.66039
0.266	7.65268
0.267	7.64498
0.268	7.63729
0.269	7.62961
0.27	7.62193
0.271	7.61427
0.272	7.6066
0.273	7.59895
0.274	7.59131
0.275	7.58367
0.276	7.57604
0.277	7.56842
0.278	7.5608
0.279	7.55319
0.28	7.54559
0.281	7.538
0.282	7.53042
0.283	7.52284
0.284	7.51527
0.285	7.50771
0.286	7.50016
0.287	7.49261
0.288	7.48507
0.289	7.47754
0.29	7.47001
0.291	7.4625
0.292	7.45499
0.293	7.44749
0.294	7.43999
0.295	7.43251
0.296	7.42503
0.297	7.41756
0.298	7.41009
0.299	7.40264
0.3	7.39519
0.301	7.38774
0.302	7.38031
0.303	7.37288
0.304	7.36546
0.305	7.35805
0.306	7.35065
0.307	7.34325
0.308	7.33586
0.309	7.32848
0.31	7.3211
0.311	7.31374
0.312	7.30637
0.313	7.29902
0.314	7.29168
0.315	7.28434
0.316	7.27701
0.317	7.26968
0.318	7.26237
0.319	7.25506
0.32	7.24776
0.321	7.24046
0.322	7.23317
0.323	7.2259
0.324	7.21862
0.325	7.21136
0.326	7.2041
0.327	7.19685
0.328	7.18961
0.329	7.18237
0.33	7.17514
0.331	7.16792
0.332	7.1607
0.333	7.1535
0.334	7.1463
0.335	7.1391
0.336	7.13192
0.337	7.12474
0.338	7.11757
0.339	7.1104
0.34	7.10325
0.341	7.0961
0.342	7.08895
0.343	7.08182
0.344	7.07469
0.345	7.06757
0.346	7.06045
0.347	7.05335
0.348	7.04625
0.349	7.03915
0.35	7.03207
0.351	7.02499
0.352	7.01792
0.353	7.01085
0.354	7.00379
0.355	6.99674
0.356	6.9897
0.357	6.98266
0.358	6.97563
0.359	6.96861
0.36	6.9616
0.361	6.95459
0.362	6.94759
0.363	6.94059
0.364	6.9336
0.365	6.92662
0.366	6.91965
0.367	6.91268
0.368	6.90572
0.369	6.89877
0.37	6.89183
0.371	6.88489
0.372	6.87796
0.373	6.87103
0.374	6.86411
0.375	6.8572
0.376	6.8503
0.377	6.8434
0.378	6.83651
0.379	6.82963
0.38	6.82275
0.381	6.81588
0.382	6.80902
0.383	6.80216
0.384	6.79531
0.385	6.78847
0.386	6.78164
0.387	6.77481
0.388	6.76799
0.389	6.76117
0.39	6.75436
0.391	6.74756
0.392	6.74077
0.393	6.73398
0.394	6.7272
0.395	6.72042
0.396	6.71366
0.397	6.7069
0.398	6.70014
0.399	6.6934
0.4	6.68665
0.401	6.67992
0.402	6.67319
0.403	6.66647
0.404	6.65976
0.405	6.65305
0.406	6.64635
0.407	6.63966
0.408	6.63297
0.409	6.62629
0.41	6.61962
0.411	6.61295
0.412	6.60629
0.413	6.59964
0.414	6.59299
0.415	6.58635
0.416	6.57972
0.417	6.57309
0.418	6.56647
0.419	6.55986
0.42	6.55325
0.421	6.54665
0.422	6.54006
0.423	6.53347
0.424	6.52689
0.425	6.52032
0.426	6.51375
0.427	6.50719
0.428	6.50064
0.429	6.49409
0.43	6.48755
0.431	6.48101
0.432	6.47448
0.433	6.46796
0.434	6.46145
0.435	6.45494
0.436	6.44844
0.437	6.44194
0.438	6.43545
0.439	6.42897
0.44	6.42249
0.441	6.41602
0.442	6.40956
0.443	6.4031
0.444	6.39665
0.445	6.39021
0.446	6.38377
0.447	6.37734
0.448	6.37092
0.449	6.3645
0.45	6.35809
0.451	6.35168
0.452	6.34528
0.453	6.33889
0.454	6.3325
0.455	6.32613
0.456	6.31975
0.457	6.31339
0.458	6.30702
0.459	6.30067
0.46	6.29432
0.461	6.28798
0.462	6.28165
0.463	6.27532
0.464	6.26899
0.465	6.26268
0.466	6.25637
0.467	6.25006
0.468	6.24377
0.469	6.23748
0.47	6.23119
0.471	6.22491
0.472	6.21864
0.473	6.21238
0.474	6.20612
0.475	6.19986
0.476	6.19362
0.477	6.18737
0.478	6.18114
0.479	6.17491
0.48	6.16869
0.481	6.16247
0.482	6.15626
0.483	6.15006
0.484	6.14386
0.485	6.13767
0.486	6.13149
0.487	6.12531
0.488	6.11913
0.489	6.11297
0.49	6.10681
0.491	6.10065
0.492	6.09451
0.493	6.08836
0.494	6.08223
0.495	6.0761
0.496	6.06998
0.497	6.06386
0.498	6.05775
0.499	6.05164
0.5	6.04554
0.501	6.03945
0.502	6.03336
0.503	6.02728
0.504	6.02121
0.505	6.01514
0.506	6.00908
0.507	6.00302
0.508	5.99697
0.509	5.99093
0.51	5.98489
0.511	5.97886
0.512	5.97283
0.513	5.96681
0.514	5.96079
0.515	5.95479
0.516	5.94878
0.517	5.94279
0.518	5.9368
0.519	5.93081
0.52	5.92484
0.521	5.91886
0.522	5.9129
0.523	5.90694
0.524	5.90098
0.525	5.89503
0.526	5.88909
0.527	5.88315
0.528	5.87722
0.529	5.8713
0.53	5.86538
0.531	5.85947
0.532	5.85356
0.533	5.84766
0.534	5.84176
0.535	5.83588
0.536	5.82999
0.537	5.82411
0.538	5.81824
0.539	5.81238
0.54	5.80652
0.541	5.80066
0.542	5.79482
0.543	5.78897
0.544	5.78314
0.545	5.77731
0.546	5.77148
0.547	5.76566
0.548	5.75985
0.549	5.75404
0.55	5.74824
0.551	5.74244
0.552	5.73665
0.553	5.73087
0.554	5.72509
0.555	5.71932
0.556	5.71355
0.557	5.70779
0.558	5.70204
0.559	5.69629
0.56	5.69054
0.561	5.6848
0.562	5.67907
0.563	5.67335
0.564	5.66762
0.565	5.66191
0.566	5.6562
0.567	5.6505
0.568	5.6448
0.569	5.63911
0.57	5.63342
0.571	5.62774
0.572	5.62206
0.573	5.61639
0.574	5.61073
0.575	5.60507
0.576	5.59942
0.577	5.59377
0.578	5.58813
0.579	5.58249
0.58	5.57686
0.581	5.57124
0.582	5.56562
0.583	5.56001
0.584	5.5544
0.585	5.5488
0.586	5.5432
0.587	5.53761
0.588	5.53202
0.589	5.52644
0.59	5.52087
0.591	5.5153
0.592	5.50974
0.593	5.50418
0.594	5.49863
0.595	5.49308
0.596	5.48754
0.597	5.48201
0.598	5.47648
0.599	5.47095
0.6	5.46544
0.601	5.45992
0.602	5.45441
0.603	5.44891
0.604	5.44342
0.605	5.43792
0.606	5.43244
0.607	5.42696
0.608	5.42148
0.609	5.41601
0.61	5.41055
0.611	5.40509
0.612	5.39964
0.613	5.39419
0.614	5.38875
0.615	5.38331
0.616	5.37788
0.617	5.37246
0.618	5.36704
0.619	5.36162
0.62	5.35621
0.621	5.35081
0.622	5.34541
0.623	5.34002
0.624	5.33463
0.625	5.32925
0.626	5.32387
0.627	5.3185
0.628	5.31313
0.629	5.30777
0.63	5.30242
0.631	5.29707
0.632	5.29172
0.633	5.28638
0.634	5.28105
0.635	5.27572
0.636	5.27039
0.637	5.26508
0.638	5.25976
0.639	5.25446
0.64	5.24915
0.641	5.24386
0.642	5.23857
0.643	5.23328
0.644	5.228
0.645	5.22272
0.646	5.21745
0.647	5.21219
0.648	5.20693
0.649	5.20167
0.65	5.19642
0.651	5.19118
0.652	5.18594
0.653	5.1807
0.654	5.17548
0.655	5.17025
0.656	5.16503
0.657	5.15982
0.658	5.15461
0.659	5.14941
0.66	5.14421
0.661	5.13902
0.662	5.13384
0.663	5.12865
0.664	5.12348
0.665	5.11831
0.666	5.11314
0.667	5.10798
0.668	5.10282
0.669	5.09767
0.67	5.09253
0.671	5.08739
0.672	5.08225
0.673	5.07712
0.674	5.07199
0.675	5.06688
0.676	5.06176
0.677	5.05665
0.678	5.05155
0.679	5.04645
0.68	5.04135
0.681	5.03626
0.682	5.03118
0.683	5.0261
0.684	5.02103
0.685	5.01596
0.686	5.01089
0.687	5.00583
0.688	5.00078
0.689	4.99573
0.69	4.99069
0.691	4.98565
0.692	4.98062
0.693	4.97559
0.694	4.97056
0.695	4.96554
0.696	4.96053
0.697	4.95552
0.698	4.95052
0.699	4.94552
0.7	4.94053
0.701	4.93554
0.702	4.93055
0.703	4.92558
0.704	4.9206
0.705	4.91563
0.706	4.91067
0.707	4.90571
0.708	4.90076
0.709	4.89581
0.71	4.89087
0.711	4.88593
0.712	4.88099
0.713	4.87606
0.714	4.87114
0.715	4.86622
0.716	4.86131
0.717	4.8564
0.718	4.85149
0.719	4.84659
0.72	4.8417
0.721	4.83681
0.722	4.83192
0.723	4.82704
0.724	4.82217
0.725	4.8173
0.726	4.81243
0.727	4.80757
0.728	4.80272
0.729	4.79787
0.73	4.79302
0.731	4.78818
0.732	4.78334
0.733	4.77851
0.734	4.77368
0.735	4.76886
0.736	4.76405
0.737	4.75923
0.738	4.75443
0.739	4.74962
0.74	4.74483
0.741	4.74003
0.742	4.73524
0.743	4.73046
0.744	4.72568
0.745	4.72091
0.746	4.71614
0.747	4.71138
0.748	4.70662
0.749	4.70186
0.75	4.69711
0.751	4.69237
0.752	4.68762
0.753	4.68289
0.754	4.67816
0.755	4.67343
0.756	4.66871
0.757	4.66399
0.758	4.65928
0.759	4.65457
0.76	4.64987
0.761	4.64517
0.762	4.64048
0.763	4.63579
0.764	4.63111
0.765	4.62643
0.766	4.62175
0.767	4.61708
0.768	4.61242
0.769	4.60776
0.77	4.6031
0.771	4.59845
0.772	4.5938
0.773	4.58916
0.774	4.58452
0.775	4.57989
0.776	4.57526
0.777	4.57064
0.778	4.56602
0.779	4.56141
0.78	4.5568
0.781	4.55219
0.782	4.54759
0.783	4.543
0.784	4.5384
0.785	4.53382
0.786	4.52924
0.787	4.52466
0.788	4.52008
0.789	4.51552
0.79	4.51095
0.791	4.50639
0.792	4.50184
0.793	4.49729
0.794	4.49274
0.795	4.4882
0.796	4.48367
0.797	4.47913
0.798	4.47461
0.799	4.47008
0.8	4.46557
0.801	4.46105
0.802	4.45654
0.803	4.45204
0.804	4.44754
0.805	4.44304
0.806	4.43855
0.807	4.43406
0.808	4.42958
0.809	4.4251
0.81	4.42063
0.811	4.41616
0.812	4.4117
0.813	4.40724
0.814	4.40278
0.815	4.39833
0.816	4.39388
0.817	4.38944
0.818	4.385
0.819	4.38057
0.82	4.37614
0.821	4.37172
0.822	4.3673
0.823	4.36288
0.824	4.35847
0.825	4.35406
0.826	4.34966
0.827	4.34526
0.828	4.34087
0.829	4.33648
0.83	4.33209
0.831	4.32771
0.832	4.32334
0.833	4.31897
0.834	4.3146
0.835	4.31024
0.836	4.30588
0.837	4.30152
0.838	4.29717
0.839	4.29283
0.84	4.28849
0.841	4.28415
0.842	4.27982
0.843	4.27549
0.844	4.27116
0.845	4.26684
0.846	4.26253
0.847	4.25822
0.848	4.25391
0.849	4.24961
0.85	4.24531
0.851	4.24102
0.852	4.23673
0.853	4.23244
0.854	4.22816
0.855	4.22389
0.856	4.21961
0.857	4.21534
0.858	4.21108
0.859	4.20682
0.86	4.20257
0.861	4.19832
0.862	4.19407
0.863	4.18983
0.864	4.18559
0.865	4.18135
0.866	4.17712
0.867	4.1729
0.868	4.16868
0.869	4.16446
0.87	4.16025
0.871	4.15604
0.872	4.15183
0.873	4.14763
0.874	4.14344
0.875	4.13925
0.876	4.13506
0.877	4.13087
0.878	4.12669
0.879	4.12252
0.88	4.11835
0.881	4.11418
0.882	4.11002
0.883	4.10586
0.884	4.10171
0.885	4.09756
0.886	4.09341
0.887	4.08927
0.888	4.08513
0.889	4.081
0.89	4.07687
0.891	4.07274
0.892	4.06862
0.893	4.0645
0.894	4.06039
0.895	4.05628
0.896	4.05218
0.897	4.04808
0.898	4.04398
0.899	4.03989
0.9	4.0358
0.901	4.03171
0.902	4.02763
0.903	4.02356
0.904	4.01949
0.905	4.01542
0.906	4.01135
0.907	4.00729
